,dates,prices,volume_p,volume_i,volume_f
739,71226,1906.72,-1198,1386,-187
740,71227,1908.62,-2458,2193,264
741,71228,1897.13,-679,458,221
742,80102,1853.45,3622,-4281,659
743,80103,1852.73,1591,1611,-3202
744,80104,1863.9,401,594,-994
745,80107,1831.14,2810,2196,-5006
746,80108,1826.23,565,3129,-3695
747,80109,1844.47,871,2911,-3782
748,80110,1824.78,2968,-2195,-773
749,80111,1782.27,2470,-1050,-1420
750,80114,1765.88,188,5279,-5468
751,80115,1746.95,-35,3489,-3455
752,80116,1704.97,1449,8713,-10162
753,80117,1723.55,2243,4739,-6982
754,80118,1734.72,3203,6853,-10056
755,80121,1683.56,1897,2195,-4092
756,80122,1609.02,-1570,9859,-8289
757,80123,1628.42,506,5205,-5711
758,80124,1663.0,-88,4120,-4032
759,80125,1692.41,-1335,2326,-991
760,80128,1627.19,943,1743,-2686
761,80129,1637.91,604,3481,-4085
762,80130,1589.06,-912,1806,-893
763,80131,1624.68,-4890,5028,-137
764,80201,1634.53,866,-1639,773
765,80204,1690.13,-3821,1165,2656
766,80205,1696.57,-1475,3155,-1680
767,80211,1640.67,2941,2116,-5057
768,80212,1643.29,2358,1916,-4274
769,80213,1631.78,2258,265,-2524
770,80214,1697.45,-4679,7172,-2493
771,80215,1694.77,149,629,-778
772,80218,1696.24,590,905,-1495
773,80219,1720.52,-1254,3033,-1779
774,80220,1687.91,3088,-3718,630
775,80221,1704.36,27,2369,-2396
776,80222,1686.45,4004,-1605,-2398
777,80225,1709.13,-2182,4773,-2591
778,80226,1709.13,-810,-679,1489
779,80227,1720.89,-1914,1347,567
780,80228,1736.17,-1464,-10,1474
781,80229,1711.62,3878,-3665,-213
782,80303,1671.73,2611,-230,-2381
783,80304,1676.18,2765,660,-3426
784,80305,1677.1,941,2294,-3234
785,80306,1697.44,-2599,4081,-1482
786,80307,1663.97,3788,-423,-3366
787,80310,1625.17,-806,3376,-2570
788,80311,1641.48,1490,2814,-4304
789,80312,1658.83,-2707,3833,-1126
790,80313,1615.62,4517,3211,-7728
791,80314,1600.26,1315,1509,-2824
792,80317,1574.44,995,5469,-6465
793,80318,1588.75,345,3851,-4196
794,80319,1622.23,-3534,-1794,5329
795,80320,1623.39,453,258,-711
796,80321,1645.69,-1135,338,797
797,80324,1655.3,-991,542,449
798,80325,1674.93,-3467,-1011,4478
799,80326,1679.67,409,-1396,987
800,80327,1676.24,185,1958,-2144
801,80328,1701.83,-3467,2062,1406
802,80331,1703.99,466,-2479,2013
803,80401,1702.25,350,-606,256
804,80402,1742.19,-4375,1985,2389
805,80403,1763.63,-2417,2571,-154
806,80404,1766.49,-1717,913,804
807,80407,1773.56,-3219,4875,-1657
808,80408,1754.71,1932,-2645,713
809,80410,1764.64,2495,1910,-4404
810,80411,1779.71,-495,5586,-5091
811,80414,1746.71,3108,-2030,-1079
812,80415,1742.17,2292,1420,-3712
813,80416,1758.56,-1161,3711,-2550
814,80417,1768.67,-2459,884,1574
815,80418,1771.9,-151,2930,-2779
816,80421,1800.48,-2719,-543,3262
817,80422,1787.49,79,-365,286
818,80423,1800.79,-750,2732,-1982
819,80424,1799.34,608,-1861,1254
820,80425,1824.68,-2801,1855,946
821,80428,1823.17,1271,-4098,2826
822,80429,1811.51,604,-1189,585
823,80430,1825.47,61,3087,-3149
824,80502,1848.27,-2039,816,1223
825,80506,1859.06,-2047,2388,-342
826,80507,1854.01,-1102,1313,-212
827,80508,1848.0,1285,2044,-3329
828,80509,1823.7,4569,-5825,1256
829,80513,1842.8,-1485,973,512
830,80514,1843.75,1306,-1282,-24
831,80515,1885.71,-7160,3943,3217
832,80516,1888.88,-1126,-3347,4473
833,80519,1885.37,1246,-675,-571
834,80520,1873.15,2663,-686,-1978
835,80521,1847.51,1153,-2547,1395
836,80522,1835.42,4020,-2240,-1780
837,80523,1827.94,1766,-2041,276
838,80526,1800.58,545,781,-1326
839,80527,1825.23,-1020,1226,-206
840,80528,1805.64,800,-4339,3539
841,80529,1841.22,-6001,5244,757
842,80530,1852.02,-1918,-417,2335
843,80602,1847.53,634,-1809,1175
844,80603,1819.39,2459,-805,-1654
845,80604,1833.81,-609,2775,-2166
846,80605,1832.31,748,-1974,1226
847,80609,1808.96,119,1474,-1593
848,80610,1774.38,3149,-386,-2763
849,80611,1781.67,1999,1079,-3078
850,80612,1739.36,5551,4139,-9690
851,80613,1747.35,45,3372,-3417
852,80616,1760.82,740,-119,-621
853,80617,1750.71,892,1061,-1953
854,80618,1774.13,-1084,3262,-2179
855,80619,1740.72,3048,-471,-2578
856,80620,1731.0,1272,599,-1871
857,80623,1715.59,634,3376,-4010
858,80624,1710.84,1247,2444,-3692
859,80625,1717.79,243,2779,-3022
860,80626,1717.66,-222,414,-193
861,80627,1684.45,181,3932,-4113
862,80630,1674.92,-2822,4313,-1491
863,80701,1666.46,-1108,2591,-1483
864,80702,1623.6,-1641,5860,-4219
865,80703,1606.54,-2461,6896,-4435
866,80704,1577.94,561,2097,-2658
867,80707,1579.72,-1555,2723,-1167
868,80708,1533.47,-892,3522,-2630
869,80709,1519.38,505,1308,-1814
870,80710,1537.43,-194,2805,-2611
871,80711,1567.51,1150,2129,-3278
872,80714,1558.62,1323,938,-2261
873,80715,1509.33,1683,792,-2475
874,80716,1507.4,1697,2678,-4374
875,80717,1525.56,1942,-605,-1338
876,80718,1509.99,1243,561,-1805
877,80721,1562.92,-3455,5511,-2056
878,80722,1561.23,-116,2117,-2001
879,80723,1591.76,-1312,4106,-2793
880,80724,1626.14,-2821,1160,1662
881,80725,1597.93,1071,741,-1813
882,80728,1598.29,2301,301,-2602
883,80729,1567.2,2919,-1397,-1522
884,80730,1577.7,349,2261,-2610
885,80731,1594.67,-1579,732,847
886,80801,1573.77,1342,-195,-1147
887,80804,1543.05,3338,-2384,-953
888,80805,1535.54,-342,6072,-5730
889,80806,1578.71,-1770,2556,-786
890,80807,1564.0,269,-626,357
891,80808,1568.72,-286,683,-397
892,80811,1581.09,-2051,3222,-1171
893,80812,1577.12,-2479,873,1606
894,80813,1562.72,2193,-2137,-56
895,80814,1572.19,-68,-558,626
896,80818,1567.71,763,-794,32
897,80819,1541.41,2071,1595,-3666
898,80820,1540.71,1686,2637,-4324
899,80821,1512.59,1443,115,-1557
900,80822,1496.91,-401,3162,-2760
901,80825,1502.11,-1263,2254,-991
902,80826,1490.25,-1275,4550,-3276
903,80827,1493.92,-1708,4579,-2871
904,80828,1474.15,352,192,-544
905,80829,1474.24,-2148,4539,-2391
906,80901,1414.43,-3617,3893,-277
907,80902,1407.14,-4246,6773,-2526
908,80903,1426.89,-1339,1420,-80
909,80904,1426.43,1889,1126,-3015
910,80905,1404.38,1050,1476,-2526
911,80908,1476.65,-1400,1302,97
912,80909,1454.5,2306,-244,-2062
913,80910,1464.98,142,5371,-5513
914,80911,1443.24,5149,-6284,1135
915,80912,1477.92,-1450,5378,-3928
916,80916,1387.75,-2603,8657,-6054
917,80917,1425.26,662,-1820,1159
918,80918,1392.42,3559,1424,-4983
919,80919,1455.78,-8097,5626,2471
920,80922,1460.34,-3810,1664,2146
921,80923,1481.37,-393,3216,-2823
922,80924,1495.98,-85,-338,422
923,80925,1501.63,1309,1009,-2318
924,80926,1476.33,2431,-752,-1679
925,80929,1456.36,3776,-8476,4700
926,80930,1448.06,-753,1797,-1044
927,81001,1439.67,3505,-2432,-1073
928,81002,1419.65,2249,994,-3243
929,81006,1358.75,4070,-1589,-2481
930,81007,1366.1,-123,1210,-1087
931,81008,1286.69,1543,-1096,-447
932,81009,1294.89,-160,1005,-845
933,81010,1241.47,2912,1098,-4010
934,81013,1288.53,1303,3883,-5186
935,81014,1367.69,-802,-594,1396
936,81015,1340.28,2364,2063,-4427
937,81016,1213.78,5700,498,-6198
938,81017,1180.67,5827,-884,-4943
939,81020,1207.63,-561,4036,-3475
940,81021,1196.1,1305,-1197,-108
941,81022,1134.59,3357,212,-3569
942,81023,1049.71,1364,-372,-992
943,81024,938.75,-794,3543,-2750
944,81027,946.45,-3546,6724,-3179
945,81028,999.16,-162,2983,-2821
946,81029,968.97,-61,-21,82
947,81030,1084.72,-2050,1777,272
948,81031,1113.06,-2615,-599,3215
949,81103,1129.08,2092,-1648,-444
950,81104,1153.35,1157,3351,-4507
951,81105,1181.5,-2146,1476,671
952,81106,1092.22,1541,1289,-2830
953,81107,1134.49,36,240,-276
954,81110,1152.46,-2041,1952,89
955,81111,1128.73,-348,1324,-976
956,81112,1123.86,-576,2359,-1784
957,81113,1088.44,4161,-556,-3605
958,81114,1088.26,4242,-2875,-1367
959,81117,1078.32,1223,-194,-1029
960,81118,1036.16,3621,-1978,-1642
961,81119,1016.82,2555,-112,-2443
962,81120,948.69,285,594,-879
963,81121,1003.73,-641,577,63
964,81124,970.14,1314,-481,-834
965,81125,983.32,-498,1022,-524
966,81126,1029.78,-3182,1997,1185
967,81127,1063.48,-4507,2568,1939
968,81128,1076.07,-4741,1985,2756
969,81201,1058.62,305,-644,338
970,81202,1023.2,624,-527,-96
971,81203,1022.67,3353,-1916,-1437
972,81204,1006.54,1585,-1486,-99
973,81205,1028.13,-2427,2489,-62
974,81208,1105.05,-7686,6540,1146
975,81209,1105.84,-2283,292,1992
976,81210,1145.87,-7920,4560,3360
977,81211,1154.43,-2682,3834,-1152
978,81212,1103.82,3181,-3296,115
979,81215,1158.19,-2732,1757,975
980,81216,1161.56,1692,-1095,-596
981,81217,1169.75,707,-2011,1304
982,81218,1175.91,-1743,1663,79
983,81219,1180.97,-2489,157,2332
984,81222,1179.61,1327,-1516,189
985,81223,1144.31,1366,-707,-659
986,81224,1128.51,1316,-303,-1013
987,81226,1117.86,949,-416,-534
988,81229,1117.59,-1075,624,451
989,81230,1124.47,-4856,2939,1917
990,90102,1157.4,-1574,931,643
991,90105,1173.57,-2513,-829,3341
992,90106,1194.28,-7514,3830,3683
993,90107,1228.17,-5887,281,5606
994,90108,1205.7,1895,-569,-1326
995,90109,1180.96,2501,-1647,-854
996,90112,1156.75,2080,-1088,-992
997,90113,1167.71,2048,-2362,313
998,90114,1182.68,-65,-37,103
999,90115,1111.34,5635,-3853,-1782
1000,90116,1135.2,2363,712,-3075
1001,90119,1150.65,-1308,-322,1630
1002,90120,1126.81,1892,-1275,-616
1003,90121,1103.61,2901,-473,-2428
1004,90122,1116.23,1996,-1360,-636
1005,90123,1093.4,2705,-1232,-1473
1006,90128,1157.98,-7045,5638,1408
1007,90129,1166.56,-6710,2952,3758
1008,90130,1162.11,-2624,2233,391
1009,90202,1146.95,1208,-3505,2297
1010,90203,1163.2,-1568,-788,2356
1011,90204,1195.37,-6197,3966,2231
1012,90205,1177.88,-1934,-786,2720
1013,90206,1210.26,-1524,544,980
1014,90209,1202.69,-76,-399,475
1015,90210,1198.87,568,1599,-2167
1016,90211,1190.18,1435,-334,-1100
1017,90212,1179.84,6699,-4593,-2106
1018,90213,1192.44,-557,1842,-1285
1019,90216,1175.47,2887,-2738,-148
1020,90217,1127.19,4805,-3057,-1748
1021,90218,1113.19,5013,-3291,-1722
1022,90219,1107.1,3643,-2303,-1340
1023,90220,1065.95,3436,135,-3572
1024,90223,1099.55,165,-44,-121
1025,90224,1063.88,2548,440,-2988
1026,90225,1067.08,2212,-1726,-487
1027,90226,1054.79,1140,-153,-987
1028,90227,1063.03,-846,880,-35
1029,90302,1018.81,4064,22,-4087
1030,90303,1025.57,-776,2544,-1768
1031,90304,1059.26,-476,2252,-1776
1032,90305,1058.18,-78,-598,676
1033,90306,1055.03,-1101,1469,-367
1034,90309,1071.73,907,-311,-597
1035,90310,1092.2,-3561,1791,1770
1036,90311,1127.51,-6941,1357,5584
1037,90312,1128.39,-2279,9428,-7149
1038,90313,1126.03,947,-421,-527
1039,90316,1125.46,1112,-570,-542
1040,90317,1163.88,-6202,5935,268
1041,90318,1169.95,-1170,910,259
1042,90319,1161.81,123,-566,443
1043,90320,1170.94,-1546,526,1020
1044,90323,1199.5,-3419,1089,2138
1045,90324,1221.7,-1863,-1918,3821
1046,90325,1229.02,17,-232,97
1047,90326,1243.8,-865,543,592
1048,90327,1237.51,-267,-3198,3351
1049,90330,1197.46,2354,-1263,-1067
1050,90331,1206.26,1112,583,-1657
1051,90401,1233.36,-2026,1183,739
1052,90402,1276.97,-8237,4486,3555
1053,90403,1283.75,-5325,397,4731
1054,90406,1297.85,-1628,-902,2619
1055,90407,1300.1,1443,-493,-1161
1056,90408,1262.07,6059,-2737,-3281
1057,90409,1316.35,-249,-2665,2884
1058,90410,1336.04,794,-4843,4120
1059,90413,1338.26,1168,-5311,3976
1060,90414,1342.63,2300,-3758,1266
1061,90415,1333.09,2728,-1947,-1107
1062,90416,1336.72,1055,-5797,4786
1063,90417,1329.0,1905,-6432,4799
1064,90420,1336.39,2508,-4610,2402
1065,90421,1336.81,2351,-1533,-823
1066,90422,1356.02,1251,-3259,1885
1067,90423,1368.8,251,-1677,1578
1068,90424,1354.1,1598,-2859,1370
1069,90427,1339.83,3647,-2860,-673
1070,90428,1300.24,1923,-952,-262
1071,90429,1338.42,-2678,1385,1385
1072,90430,1369.36,-7480,1892,5737
1073,90504,1397.92,-8,-3753,4029
1074,90506,1393.45,2008,-4969,3068
1075,90507,1401.08,2482,-4395,2266
1076,90508,1412.13,-1380,-2504,4403
1077,90511,1415.16,2130,-4760,2767
1078,90512,1403.51,1265,-807,24
1079,90513,1414.52,683,-74,-513
1080,90514,1380.95,6657,-5574,-774
1081,90515,1391.73,2715,-2732,218
1082,90518,1386.68,3035,-4528,1709
1083,90519,1428.21,-3143,-1377,4239
1084,90520,1435.7,-2379,-2908,5183
1085,90521,1421.65,3170,-2988,426
1086,90522,1403.75,2682,-2953,657
1087,90525,1400.9,2508,-4679,2107
1088,90526,1372.04,3054,-4642,1568
1089,90527,1362.02,-197,-2840,3277
1090,90528,1392.17,-3817,2082,2514
1091,90529,1395.89,-589,-2767,3599
1092,90601,1415.1,-1397,-1573,3311
1093,90602,1412.85,-1373,-3375,4930
1094,90603,1414.89,416,1106,-941
1095,90604,1378.14,5764,-4432,-1084
1096,90605,1394.71,1929,-2726,1003
1097,90608,1393.3,873,-938,433
1098,90609,1371.84,3358,-4070,954
1099,90610,1414.88,-7176,2729,4306
1100,90611,1419.39,-3589,-3553,7016
1101,90612,1428.59,332,-2761,2472
1102,90615,1412.42,5032,-3981,-443
1103,90616,1399.15,3681,-2032,-1667
1104,90617,1391.17,3448,-2066,-1497
1105,90618,1375.76,2403,-1990,-491
1106,90619,1383.34,630,-1022,256
1107,90622,1399.71,-497,324,176
1108,90623,1360.54,4361,-2256,-2148
1109,90624,1363.79,1399,-517,-770
1110,90625,1392.73,-4914,835,4246
1111,90626,1394.53,-281,-3140,3545
1112,90629,1388.45,-253,-57,293
1113,90630,1390.07,-3947,3376,581
1114,90701,1411.66,-2227,322,1797
1115,90702,1411.48,64,-3257,2802
1116,90703,1420.04,-2240,1458,779
1117,90706,1428.94,-1652,192,1144
1118,90707,1434.2,-240,-917,1480
1119,90708,1431.02,2163,-185,-1975
1120,90709,1430.89,674,-3677,3123
1121,90710,1428.62,-93,584,-370
1122,90713,1378.12,3773,-1635,-2268
1123,90714,1385.56,2261,-1981,-193
1124,90715,1420.86,-3247,-1399,4732
1125,90716,1432.22,-5124,-353,5367
1126,90717,1440.1,-3086,1242,1604
1127,90720,1478.51,-9238,4076,5153
1128,90721,1488.99,-2757,-1194,4029
1129,90722,1494.04,-1579,-1405,3157
1130,90723,1496.49,-3679,982,3162
1131,90724,1502.59,-3914,-230,4375
1132,90727,1524.05,-4616,-47,4784
1133,90728,1526.03,-1972,-2918,4900
1134,90729,1524.32,-820,-1931,2873
1135,90730,1534.74,714,-3031,2629
1136,90731,1557.29,-5287,-48,5433
1137,90803,1564.98,-1578,-2008,3870
1138,90804,1566.37,-674,-4580,5417
1139,90805,1559.47,-296,-328,690
1140,90806,1565.04,-1011,1086,151
1141,90807,1576.0,-918,-1082,1863
1142,90810,1576.11,1009,-4494,3418
1143,90811,1579.21,-2223,379,1891
1144,90812,1565.35,2290,-2219,-129
1145,90813,1564.64,3562,-6022,2505
1146,90814,1591.41,-1846,-1684,3696
1147,90817,1547.06,7084,-7945,1224
1148,90818,1550.24,319,1620,-1705
1149,90819,1545.96,3915,-5894,2002
1150,90820,1576.39,-318,2288,-1670
1151,90821,1580.98,3534,-5280,2020
1152,90824,1612.22,497,-2755,3017
1153,90825,1601.38,2452,-4391,2094
1154,90826,1614.12,1052,-2727,2090
1155,90827,1599.33,630,-2484,2184
1156,90828,1607.94,-736,-1286,2076
1157,90831,1591.85,2435,-2108,-273
1158,90901,1623.06,-2337,1954,211
1159,90902,1613.16,3231,-136,-2871
1160,90903,1613.53,1102,337,-1523
1161,90904,1608.9,1603,-1265,72
1162,90907,1608.57,1904,-2008,313
1163,90908,1619.69,-547,46,741
1164,90909,1607.77,4522,-5117,909
1165,90910,1644.68,-7588,3024,4445
1166,90911,1651.7,-2056,-3719,5900
1167,90914,1634.91,1835,-3579,2042
1168,90915,1653.4,-47,-3807,3657
1169,90916,1683.33,-9250,509,8967
1170,90917,1695.47,-2791,-4482,7797
1171,90918,1699.71,-2399,-11038,14185
1172,90921,1695.5,1429,-3197,1871
1173,90922,1718.88,-1983,-3214,5236
1174,90923,1711.47,1650,-2865,1277
1175,90924,1693.88,3014,-2091,-885
1176,90925,1691.48,4442,-2920,-1481
1177,90928,1675.55,3836,-2356,-1249
1178,90929,1690.05,-329,1618,-1220
1179,90930,1673.14,-1862,2367,-135
1180,91001,1644.63,1658,760,-2438
1181,91005,1606.9,3454,-51,-3367
1182,91006,1598.44,1443,-1038,-313
1183,91007,1598.0,-1253,338,1054
1184,91008,1615.46,1767,-1863,-114
1185,91009,1646.79,-3309,-901,4229
1186,91012,1639.81,1788,-1264,-520
1187,91013,1628.93,2220,-2485,89
1188,91014,1649.09,-2554,-651,3563
1189,91015,1658.99,-3447,-1454,5492
1190,91016,1640.36,-690,-3106,4086
1191,91019,1649.07,820,-1632,887
1192,91020,1659.15,-1978,-459,2219
1193,91021,1653.86,-825,-437,1199
1194,91022,1630.33,2548,-1444,-1183
1195,91023,1640.17,-1352,-1074,2182
1196,91026,1657.11,-4721,2880,1837
1197,91027,1649.53,990,-2923,1861
1198,91028,1609.71,3168,-494,-2715
1199,91029,1585.85,3287,1076,-4730
1200,91030,1580.69,3220,-4618,1282
1201,91102,1559.09,-554,-842,1423
1202,91103,1549.92,1859,-3872,1837
1203,91104,1579.93,-793,-477,1063
1204,91105,1552.24,2488,-2440,-234
1205,91106,1572.46,-1501,82,1340
1206,91109,1576.79,-2316,1216,1249
1207,91110,1582.3,-2225,-353,2657
1208,91111,1594.82,-589,1180,-546
1209,91112,1572.73,2622,-1487,-1294
1210,91113,1571.99,701,443,-1104
1211,91116,1592.47,-1153,1123,-138
1212,91117,1585.98,-149,-2004,2016
1213,91118,1603.97,-3415,3981,1462
1214,91119,1620.54,-5516,-1192,6728
1215,91120,1620.6,-679,404,285
1216,91123,1619.05,1515,-1079,-212
1217,91124,1606.42,2594,-857,2504
1218,91125,1611.88,123,590,-678
1219,91126,1599.52,476,-1228,747
1220,91127,1524.5,2511,-546,-2102
1221,91130,1555.6,1628,-2770,1274
1222,91201,1569.72,-544,311,306
1223,91202,1591.63,-2490,-1122,3768
1224,91203,1615.0,-3994,3228,944
1225,91204,1624.76,-4731,2760,2334
1226,91207,1632.65,-1998,-467,2646
1227,91208,1627.78,-433,-987,1644
1228,91209,1634.17,-2469,2508,-877
1229,91210,1652.73,-833,-891,2830
1230,91211,1656.9,-2946,2238,1231
1231,91214,1664.77,1382,757,101
1232,91215,1665.85,1043,-2251,1653
1233,91216,1664.24,-122,851,-643
1234,91217,1647.84,1052,-1725,645
1235,91218,1647.04,679,1002,-1717
1236,91221,1644.23,-361,888,-53
1237,91222,1655.54,-1967,1308,1143
1238,91223,1661.35,-2111,2166,1536
1239,91224,1682.34,-6280,3779,2653
1240,91228,1685.59,2404,-1510,-578
1241,91229,1672.48,1297,-2457,1025
1242,91230,1682.77,-3537,1644,1898
1243,100104,1696.14,-2700,-72,2387
1244,100105,1690.62,-1666,-2227,3916
1245,100106,1705.32,-3470,-367,3508
1246,100107,1683.45,-1656,-855,2202
1247,100108,1695.26,375,-743,594
1248,100111,1694.12,171,1604,-1590
1249,100112,1698.64,-815,-442,1259
1250,100113,1671.41,4223,-2506,-1408
1251,100114,1685.77,461,1859,-2423
1252,100115,1701.8,-2226,-1706,3761
1253,100118,1711.78,416,-631,282
1254,100119,1710.22,1136,-1526,452
1255,100120,1714.38,756,-2935,2143
1256,100121,1722.01,-258,-746,1574
1257,100122,1684.35,7610,-3308,-4906
1258,100125,1670.2,1482,-1840,396
1259,100126,1637.34,3307,-1104,-1987
1260,100127,1625.48,1062,3028,-4483
1261,100128,1642.43,-246,-1183,1339
1262,100129,1602.43,555,190,-814
1263,100201,1606.44,770,11,-930
1264,100202,1595.81,2207,-2734,335
1265,100203,1615.02,17,-1529,1388
1266,100204,1616.42,117,-616,262
1267,100205,1567.12,538,2264,-2988
1268,100208,1552.79,1138,999,-2149
1269,100209,1570.49,596,-180,-455
1270,100210,1570.12,1472,-1626,148
1271,100211,1597.81,-3199,2421,875
1272,100212,1593.66,1963,-1687,-412
1273,100216,1601.05,-1568,925,592
1274,100217,1627.43,-3543,-60,3824
1275,100218,1621.19,-387,-1476,1888
1276,100219,1593.9,-258,52,337
1277,100222,1627.1,-5173,2732,2562
1278,100223,1628.9,-1429,1046,497
1279,100224,1612.83,1469,573,-1931
1280,100225,1587.51,3165,-912,-2342
1281,100226,1594.58,433,1231,-1683
1282,100302,1615.12,-4043,-209,4215
1283,100303,1622.44,-2440,1502,941
1284,100304,1618.2,-1287,-70,1363
1285,100305,1634.57,-3225,1874,1404
1286,100308,1660.04,-5724,990,5014
1287,100309,1660.83,-2835,-52,3188
1288,100310,1662.24,-1762,625,1463
1289,100311,1656.62,-295,2360,-1863
1290,100312,1662.74,-1319,-1113,2400
1291,100315,1649.5,29,-592,570
1292,100316,1648.01,2083,-4949,3959
1293,100317,1682.86,-6211,-146,6567
1294,100318,1675.17,-2181,-745,2938
1295,100319,1686.11,-3069,249,2841
1296,100322,1672.67,2637,-3091,433
1297,100323,1681.82,-1079,-909,1915
1298,100324,1681.01,-1608,-2046,3694
1299,100325,1688.39,-1475,-520,2058
1300,100326,1697.72,-1201,-836,2113
1301,100329,1691.99,-2107,-1059,3264
1302,100330,1700.19,-1166,-2211,3550
1303,100331,1692.85,-285,-640,1254
1304,100401,1719.17,-3867,-449,4474
1305,100402,1723.49,-553,-5702,6227
1306,100405,1724.99,12,-2333,2514
1307,100406,1726.09,-348,-1067,1486
1308,100407,1726.6,-2078,-2628,4788
1309,100408,1733.78,61,-4494,4468
1310,100409,1724.47,3606,-1239,6225
1311,100412,1710.3,933,-1295,370
1312,100413,1710.59,826,-537,-181
1313,100414,1735.33,-1722,261,2082
1314,100415,1743.91,-1767,-3416,5170
1315,100416,1734.49,1338,-3336,1844
1316,100419,1705.3,1442,-862,-741
1317,100420,1718.03,2468,-2260,-331
1318,100421,1747.58,-3944,989,2804
1319,100422,1739.52,2083,-2987,949
1320,100423,1737.03,-302,-1279,1601
1321,100426,1752.2,-2590,470,2085
1322,100427,1749.55,1732,-2742,1213
1323,100428,1733.91,3957,-3483,-429
1324,100429,1728.42,609,-990,586
1325,100430,1741.56,-2104,-2492,4399
1326,100503,1721.21,3028,-804,-2343
1327,100504,1718.75,2810,-2980,-73
1328,100506,1684.71,3552,3718,-7439
1329,100507,1647.5,4846,7131,-12456
1330,100510,1677.63,4039,-899,-3280
1331,100511,1670.24,2033,-2147,159
1332,100512,1663.03,3317,668,-4049
1333,100513,1694.58,-1179,405,684
1334,100514,1695.63,2263,-348,-2064
1335,100517,1651.51,7634,-514,-7615
1336,100518,1643.24,2272,2027,-4234
1337,100519,1630.08,4203,1552,-5989
1338,100520,1600.18,1917,1864,-3871
1339,100524,1604.93,-920,1914,-1040
1340,100525,1560.83,-412,5824,-5829
1341,100526,1582.12,994,1308,-2288
1342,100527,1607.5,1708,1146,-3088
1343,100528,1622.78,474,-1041,585
1344,100531,1641.25,-673,-1053,1733
1345,100601,1630.4,1208,-313,-696
1346,100603,1661.84,-2837,187,2665
1347,100604,1664.13,-1365,527,974
1348,100607,1637.97,1102,1467,-2678
1349,100608,1651.48,1889,414,-2133
1350,100609,1647.22,2144,-1693,-341
1351,100610,1651.7,1321,1314,-2600
1352,100611,1675.34,-3403,458,3072
1353,100614,1690.6,-3705,946,3019
1354,100615,1690.03,-826,799,152
1355,100616,1705.33,-2617,-545,3417
1356,100617,1707.92,-1640,-370,2309
1357,100618,1711.95,-645,-748,2638
1358,100621,1739.68,-4071,1304,2953
1359,100622,1731.48,2007,-1583,-162
1360,100623,1725.82,762,-183,-318
1361,100624,1739.87,-1346,1028,260
1362,100625,1729.84,521,725,-1524
1363,100628,1732.03,234,1312,-1383
1364,100629,1707.76,-689,76,550
1365,100630,1698.29,2627,583,-3326
1366,100701,1686.24,4299,-1438,-2693
1367,100702,1671.82,3659,-1434,-2319
1368,100705,1675.37,1045,-450,-650
1369,100706,1684.94,820,2394,-3351
1370,100707,1675.65,2702,1113,-3914
1371,100708,1698.64,-2769,2284,444
1372,100709,1723.01,-4828,1619,3126
1373,100712,1734.05,-3344,8,3377
1374,100713,1735.08,-3164,927,2927
1375,100714,1758.01,-8136,-297,9027
1376,100715,1751.29,564,-5101,4837
1377,100716,1738.45,616,-3446,3013
1378,100719,1731.95,1338,-591,-567
1379,100720,1736.77,1874,-1595,-190
1380,100721,1748.78,-1249,-1139,2472
1381,100722,1735.53,203,-92,32
1382,100723,1758.06,-2813,754,2249
1383,100726,1769.07,-2057,653,1543
1384,100727,1768.31,225,-5211,5844
1385,100728,1773.47,-2297,982,1333
1386,100729,1770.88,-781,-525,1593
1387,100730,1759.33,-830,-192,893
1388,100802,1782.27,-1969,1068,661
1389,100803,1790.6,-2656,-693,3037
1390,100804,1789.26,958,-3121,2039
1391,100805,1783.86,418,1120,-1651
1392,100806,1783.83,-1219,1592,-453
1393,100809,1790.17,-831,-29,626
1394,100810,1781.13,786,-1543,531
1395,100811,1758.19,2844,-2654,-91
1396,100812,1721.75,4620,383,-5397
1397,100813,1746.24,1215,39,-1594
1398,100816,1743.31,2216,1101,-3590
1399,100817,1755.03,-996,2375,-1375
1400,100818,1761.99,-1918,299,1440
1401,100819,1779.64,-4012,2466,1533
1402,100820,1775.54,-155,-1879,1770
1403,100823,1767.71,807,-1428,380
1404,100824,1760.53,630,-1594,932
1405,100825,1734.79,2026,-5,-2022
1406,100826,1729.76,96,742,-936
1407,100827,1729.56,1375,-245,-1342
1408,100830,1760.13,-1843,1628,339
1409,100831,1742.75,1019,-768,-439
1410,100901,1764.69,-827,1340,-461
1411,100902,1775.73,-2842,1675,934
1412,100903,1780.02,-1785,-355,2356
1413,100906,1792.42,-1570,-1743,3571
1414,100907,1787.74,-32,-2011,2393
1415,100908,1779.22,2306,-1790,-489
1416,100909,1784.36,1857,1295,-3080
1417,100910,1802.58,-5441,-12,5722
1418,100913,1818.86,-2810,-3339,6873
1419,100914,1815.25,228,-4368,4053
1420,100915,1823.88,-1720,-2120,4439
1421,100916,1811.85,-1428,-331,2051
1422,100917,1827.35,-4237,1645,2722
1423,100920,1832.63,-289,-1116,1320
1424,100924,1846.6,216,-1149,1012
1425,100927,1860.83,-28,-1297,1314
1426,100928,1855.97,864,-811,428
1427,100929,1866.45,-3011,715,3622
1428,100930,1872.81,-2200,-1916,4210
1429,101001,1876.73,-2538,-1990,4619
1430,101004,1879.29,-1377,-5101,6535
1431,101005,1878.94,-633,-1635,2370
